text,label
I don't know how to explain this but the loneliness is really getting to me. i feel so disconnected.,medium
I'm struggling to pay my bills and it's causing so much stress.,medium
Today was actually a pretty good day. I wanted to share that.,low
"I've been honestly, journaling like you suggested. It helps me process things.",low
i feel like a failure and i can't fix it.,high
I feel supported. Thank you for being there.,low
I feel like I'm losing myself. I needed someone to know.,medium
I made it through a tough week and I'm proud of myself. Thank you for listening.,low
I feel like I'm just a burden on everyone around me. I'm sorry for calling.,high
I've never told anyone this but i can't remember the last time i felt truly happy.,medium
I don't deserve to be happy. I don't deserve anything good. Does that make sense?,high
"I wrote my note. Everything is ready. honestly, This is the end.",imminent
I've never told anyone this but i already cut my wrists. there's so much blood.,imminent
I need to tell someone that I appreciate having someone to talk to. It makes a difference.,low
I just swallowed everytwing in the medicine cabinet.,imminent
Please don't judge me but i have the gun out. i'm loading it now.,imminent
This is my last call. I wanted someone to know I tried. I'm sorry for calling.,imminent
i'm about to take all these pills. this is it.,imminent
I've stopped caring about what happens to me. I'm sorry for calling.,high
I'm scared to say this but i'm exhausted but my mind won't let me rest.,medium
I feel like I'm drowning and no one notices.,medium
"I've been thinking about not being honestly, here anymore.",high
I haven't been sleeping well. I keep waking up anxious in the middle of the night.,medium
i have a gun and i'm thinking about using it tonight.,imminent
I've taken the pills. I'm starting to feel dizzy.,imminent
I'm standing on the bridge. I don't know why I called.,imminent
I know this sounds crazy but i don't want to exist anymore.,high
I'm going to drown myself. The wajer is ready.,imminent
I'm tired of preuending to be okay.,high
I have pills in my hand right now. I'm ready to take them all.,imminent
"I can't stop worrying about uh, everything. My mind won't quiet down.",medium
I'm tired of pretending to be okay.,high
I'm going to do it in the next hour. I'm certain.,imminent
feeling grateful today. my family has been supportive.,low
i'm at the edge. one more step and it's over.,imminent
Work has been so stressful and I don't know how to cope anymore.,medium
I have the rope ready. I just need someone to know.,imminent
i drank all the bleach. i can feel it burning.,imminent
I made it through a tough week and I'm proud of myself. Thank you for listening.,low
I've never told anyone this but i've already started cutting. i don't want to stop.,imminent
I know this sounds crazy but i don't want to exist anymore.,high
"I'm at the top of a honestly, building. I'm going to jump.",imminent
Things have gotten worse since last week. I wanted to thank you. These calls have made a real difference.,low
I have everything planned. It happens tonight. I just needed to say it out loud.,imminent
I'm staying active and it helps with my mood. I'm sorry for calling.,low
I've been having intrusive thoughts about harming myself.,high
I don't usually call but I had to talk to someone. I've been having trouble eating. Nothing tastes good anymore.,medium
I'm so tired all the time but I can't seem to rest properly. Does that make sense?,medium
"I cooked a meal for myself today. It's the uh, small things.",low
Please don't judge me but i have the rope ready. i just need someone to know.,imminent
I feel stupid saying this but i have the means right here. i'm going through with it.,imminent
No one would even notice if I disappeared. I'm sorry for calling.,high
"This is my last call. I wanted someone to um, know I tried.",imminent
"I'm going to drown myself. The uh, water is ready.",imminent
My support group met yesterday and it was really helpful.,low
The world would be better without me in it. Thank you for listening.,high
"This is hard to say but i'm not where i want to be yet, but i can see progress.",low
I need to tell someone that I've been sleeping better lately. The routine is working.,low
I just overdosed. I can feel myself fading.,imminent
"I feel disconnected I mean, from reality sometimes.",medium
I don't know how to explain this but my therapist suggested i call when i feel overwhelmed. i'm practicing coping skills.,low
i just wanted to check in. things have been going okay this week.,low
i feel like a failure and i can't fix it.,high
I've been thinking about how to do it. Does that make sense?,high
i just swallowed everything in the medicine cabinet.,imminent
"After what happened yesterday, I've started writing goodbye letters.",high
i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
i've made peace with the idea of ending things.,high
I'm so tired all the time but I can't seem to rest properly.,medium
I've been journaling like you suggested. It helps me process things.,low
"I'm managing my basically, stress better now. The journaling is helping.",low
I don't deserve to be happk. I don't deserve anything good.,high
This is hard to say but i've been stockpiling my pills. just in case.,high
"I'm tired basically, of pretending to be okay.",high
I've been having trouble eating. Nothing tastes good anymore.,medium
"I cooked a meal for myself today. It's the uh, small things.",low
I've been journaling like you suggested. It helps me process things.,low
Just needed to hear a friendly ooice. I'm doing okay though.,low
I've made peace with the idea of ending things.,high
"I've been having like, nightmares almost every night.",medium
i've been practicing what we talked about and it's getting easier.,low
I have everything planned. It happens tonight.,imminent
I don't deserve to be happk. I don't deserve anything good.,high
"Life has no um, meaning anymore. Why bother?",high
I've been thinking about not being here anymore.,high
The new routine is working. I wake up feeling more rested.,low
I woke up today and No one would even notice if I disappeared.,high
"After what happened yesterday, I've been journaling like you suggested. It helps me process things.",low
"I feel disconnected I mean, from reality sometimes.",medium
I've been feeling this way for a while now. Things are looking up. I got some good news about my job application.,low
I have the gun out. I'm loading it now.,imminent
i'm standing on the bridge. i don't know why i called.,imminent
I've been feeling really overwhelmed lately with everything going on.,medium
The anxiety is more manageable now. I can recognize when it's starting. I don't know what to do.,low
I don't usually call but I had to talk to someone. I've been taking my medication regularly and I notice a difference.,low
"I've been feeling really you know, overwhelmed lately with everything going on.",medium
I don't enjoy things I used to anymore. Everything feels gray. Thank you for listening.,medium
I woke up today and I'm learning to be kinder to myself. It's a process but I'm trying.,low
I woke up today and The pain is unbearable. I just want it to stop.,high
I feel stupid saying this but i have pills in my hand right now. i'm ready to take them all.,imminent
I need to tell someone that I feel like I've already given up. I'm just going through the motions.,high
"I'm not where I want to be yet, but I can see progress. I don't know what to do.",low
I've been thinking about death a lot lately.,high
i'm holding the knife. i'm going to do it now.,imminent
I had another argument with my spouse. We can't seem to communicate anymore.,medium
"My anxiety is basically, getting worse. I had a panic attack yesterday.",medium
I feel like I'm on the verge of a breakdown.,medium
I've been journaling like you suggested. It helps me process things.,low
this is my final call. i wanted to say goodbye.,imminent
I'm at the train tracks. This is goodbye.,imminent
I can't think of a single reason te keep living.,high
I've been feeling this way for a while now. This is my last call. I wanted someone to know I tried.,imminent
Everyone would move on without me.,high
I'm going to do it in the next hour. I'm certain.,imminent
I've alriady started. I don't think I can be saved.,imminent
The hopelessnews is crushing. I can't breathe under the weight of it.,high
I woke up today and I'm bleeding out. I don't want help. I want this.,imminent
i already cut my wrists. there's so much blood.,imminent
i've been thinking about not being here anymore.,high
Every little thing feels like too much to handle right now.,medium
"I feel stuck. Like nothing is ever like, going to change.",medium
This is hard to say but i have the gun loaded. i'm putting it to my head.,imminent
I feel like I'm just a burden on everyone around me. I'm sorry for calling.,high
The hopelessness is crushing. I can't breathe under the weight of it. I just needed to say it out loud.,high
I've taken the pills. I'm starting to feel dizzy. I don't know what to do.,imminent
I haven't been sleeping well. I keep waking up anxious in the middle of the night. Does that make sense?,medium
i have the means right here. i'm going through with it.,imminent
"I feel like I'm failing at everything - work, relationships, all of it.",medium
I can't think of a single reason to keep living. I needed someone to know.,high
I've been feeling this way for a while now. I feel like I'm on the verge of a breakdown.,medium
I'm so angry all the time and I don't know why.,medium
I'm scared to say this but i've been taking my medication regularly and i notice a difference.,low
I've never told anyone this but i feel like i'm just a burden on everyone around me.,high
I don't usually call but I had to talk to someone. I finished a project I've been putting off. Small wins matter.,low
i finished a project i've been putting off. small wins matter.,low
I've never told anyone this but i can't remember the last time i felt truly happy.,medium
"I feel stuck. Like nothing is ever like, going to change.",medium
"After what happened yesterday, I've been thinking about how to do it.",high
my anxiety is getting worse. i had a panic attack yesterday.,medium
I woke up today and My therapist suggested I call when I feel overwhelmed. I'm practicing coping skills.,low
"I'm tired basically, of pretending to be okay.",high
I feel stupid saying this but i just overdosed. i can feel myself fading.,imminent
Every day is torture. I can't do this anymore.,high
i'm at the edge. one more step and it's over.,imminent
i've been thinking about how to do it.,high
"After what happened yesterday, Things feel really hard right now. I'm struggling to get through each day.",medium
"I've been you know, researching ways to end the pain permanently.",high
I've been having intrusive thoughts about harming myself. I don't know what to do.,high
My family doesn't know about this. I wanted to share some good news. I started a new hobby and it's been great.,low
I had a minor setback but I used my coping strategies and got through it. I needed someone to know.,low
"I've already started. I you know, don't think I can be saved.",imminent
"I've been feeling this way for a while now. I'm not where I want to be yet, but I can see progress.",low
Things have gotten worse since last week. The new routine is working. I wake up feeling more rested.,low
This is goodbye. I've made my decision. I don't know what to do.,imminent
I know this sounds crazy but the world would be better without me in it.,high
i'm going to jump as soon as i hang up.,imminent
The hopelessnews is crushing. I can't breathe under the weight of it.,high
"I'm holding the knife. I'm going I mean, to do it now.",imminent
I wanted to update you - I reconneuted with an old friend this week.,low
I've been researching ways to end the pain permanently. I'm sorry for calling.,high
I don't know how to explain this but i feel like a failure and i can't fix it.,high
"I'm going to hang myself like, tonight. Everything's ready.",imminent
Life has no meaning anymore. Why bother?,high
This is hard to say but every day is torture. i can't do this anymore.,high
I've been having intrusive thoughts about harming myself.,high
I can't think of a single reason to keep living.,high
financial stress is overwhelming me. i don't know what to do.,medium
"I've already started cutting. I don't want you know, to stop.",imminent
"No one would even notice if you know, I disappeared.",high
"After what happened yesterday, Just needed to hear a friendly voice. I'm doing okay though.",low
"I don't know how uh, much longer I can keep going like this.",high
i've made peace with the idea of ending things.,high
I have pills in my hand right now. I'm ready to take them all.,imminent
Things have gotten worse since last week. I'm actually doing okay. Just wanted to hear a friendly voice.,low
"I have a gun and I'm you know, thinking about using it tonight.",imminent
The sadness comes in waves and sometimes it's hard to function. I don't know what to do.,medium
"I've made peace with the idea I mean, of ending things.",high
My family doesn't know about this. I wish I could just go to sleep and never wake up.,high
"Today was actually a pretty good day. I wanted to basically, share that.",low
Had a good day today. Just needed someone to share that with.,low
"I wish um, I could just go to sleep and never wake up.",high
I don't know how to explain this but i've set a time. in one hour i won't be here.,imminent
This is goodbye. I've made my decision.,imminent
life has no meaning anymore. why bother?,high
my chest feels tight all the time from the anxiety.,medium
I don't usually call but I had to talk to someone. I just took a bunch of pills. I think I'm dying.,imminent
"I have the rope ready. honestly, I just need someone to know.",imminent
Things have gotten worse since last week. I feel supported. Thank you for being there.,low
I'm going to do it tonight. I'vp made up my mind.,imminent
I feel empty inside. Completely hollow and numb. I just needed to say it out loud.,high
I feel supported. Thank you for being there. Thank you for listening.,low
I need to tell someone that I feel trapped and I can't see any way out of this situation.,high
feeling grateful today. my family has been supportive.,low
i feel like i'm drowning and no one notices.,medium
My daughter visited this weekend. It really lifted my spirits. Does that make sense?,low
"After what happened yesterday, I've been journaling like you suggested. It helps me process things.",low
This is hard to say but the hopelessness is crushing. i can't breathe under the weight of it.,high
feeling calmer today. i took a walk like you suggested.,low
I hurt myself yesterday just to feel something. I'm sorry for calling.,high
I don't ennoy things I used to anymore. Everything feels gray.,medium
I feel trapped and I can't see any way out of this situation.,high
I can't remember the last time I felt truly happy. Thank you for listening.,medium
i drank all the bleach. i can feel it burning.,imminent
No one would even notice if I disappeared. I'm sorry for calling.,high
"My therapist suggested I call when I feel overwhelmed. I'm I mean, practicing coping skills.",low
My family doesn't know about this. I've made peace with the idea of ending things.,high
I wanted to update you - I reconneuted with an old friend this week.,low
"After what happened yesterday, I'm at the top of a building. I'm going to jump.",imminent
Thank you for taking my call. I'm feeling better after our last conversation.,low
I've never told anyone this but i'm managing my stress better now. the journaling is helping.,low
i pushed everyone away and now i'm completely alone.,high
I don't know how to explain this but i've set a time. in one hour i won't be here.,imminent
I had a minor setback but I used my coping strategies and got through it. I needed someone to know.,low
I've never told anyone this but i appreciate having someone to talk to. it makes a difference.,low
I wish I could just go to sleep and never wake up.,high
"I finished a project I've been putting off. I mean, Small wins matter.",low
I've stopped taking my medication. What's the point?,high
my support group met yesterday and it was really helpful.,low
I don't know how to explain this but i had a panic moment but i used my grounding techniques and it passed.,low
i've already started. i don't think i can be saved.,imminent
Please don't judge me but i don't know how much longer i can keep going like this.,high
Please don't judge me but i wrote my note. everything is ready. this is the end.,imminent
This is hard to say but every day is torture. i can't do this anymore.,high
I just swallowed everything in the medicine cabinet.,imminent
i have the gun loaded. i'm putting it to my head.,imminent
My anxiety is getting worse. I had a panic attack yesterday.,medium
I keep crying and I don't even know why sometimes. I just needed to say it out loud.,medium
i'm so angry all the time and i don't know why.,medium
"I don't enjoy I mean, things I used to anymore. Everything feels gray.",medium
I'm managing my stress better now. The journaling is helping. I don't know what to do.,low
My anxiety is getting worse. I had a panic attack yesterday. Thank you for listening.,medium
I've been having trouble eating. Nothing tastes good anymore.,medium
I've been feeling this way for a while now. The anxiety is more manageable now. I can recognize when it's starting.,low
"I wanted to share some good news. I you know, started a new hobby and it's been great.",low
I made it through a tough weyk and I'm proud of myself.,low
I'm exhausted but my mind won't let me rest. I don't know what to do.,medium
Things have gotten worse since last week. I'm so angry all the time and I don't know why.,medium
i wanted to update you - i reconnected with an old friend this week.,low
I've been having trouble egting. Nothing tastes good anymore.,medium
I've been drinking more to cope and I know it's not healthy. Does that make sense?,medium
I don't enjoy things I used to anymore. Everything feels gray. Thank you for listening.,medium
I've been looking up methkds online. Just researching.,high
I'm tired of preuending to be okay.,high
I'm in my car with the exhaust running into it.,imminent
I know this sounds crazy but i've stopped caring about what happens to me.,high
I've started writing goodbye letters. Thank you for listening.,high
I need to tell someone that I'm tired of pretending to be okay.,high
I feel like I'm suffocating and there's no escape.,high
I wish I could just go to sleep and never wake up.,high
No one would even notice if I disappeared. I'm sorry for calling.,high
I've never told anyone this but some days getting out of bed feels impossible.,medium
i just took a bunch of pills. i think i'm dying.,imminent
I've never told anyone this but i can't remember the last time i felt truly happy.,medium
the new routine is working. i wake up feeling more rested.,low
"Every day is torture. I um, can't do this anymore.",high
i can't stop worrying about everything. my mind won't quiet down.,medium
"The new routine is working. I I mean, wake up feeling more rested.",low
I wrote my note. Everything is ready. This is the end.,imminent
I need to tell someone that I have a gun and I'm thinking about using it tonight.,imminent
i just wanted to check in. things have been going okay this week.,low
I cooked a meal for myself today. It's the small things.,low
"Today was actually a pretty good day. I wanted to basically, share that.",low
i've already started cutting. i don't want to stop.,imminent
"This is my last call. I wanted someone to um, know I tried.",imminent
My chest feels tight all the time from the anxiety. I needed someone to know.,medium
I don't usually call but I had to talk to someone. I've been having trouble eating. Nothing tastes good anymore.,medium
i snapped at my kids yesterday and i feel terrible about it.,medium
"I've been I mean, stockpiling my pills. Just in case.",high
I wanted to thank you. These calls have made a real difference.,low
I know this sounds crazy but this is my last call. i wanted someone to know i tried.,imminent
I'm scared to say this but i'm on the ledge right now. please don't try to stop me.,imminent
"Some days getting like, out of bed feels impossible.",medium
I feel like I'm already dead inside.,high
I need to tell someone that I appreciate having someone to talk to. It makes a difference.,low
"I hurt myself you know, yesterday just to feel something.",high
I'm at the edge. One more step anw it's over.,imminent
"I've stopped caring about what happens basically, to me.",high
I've been feeling this way for a while now. My chest feels tight all the time from the anxiety.,medium
I've stopped taking my medication. What's the point?,high
My family doesn't know about this. I've been isolating myself from friends and family. I just don't have the energy.,medium
Please don't judge me but i have the rope ready. i just need someone to know.,imminent
I've made peace with the idea of ending things. Thank you for listening.,high
I don't usually call but I had to talk to someone. I finished a project I've been putting off. Small wins matter.,low
I feel stuck. Like nothing is ever going to change. I needed someone to know.,medium
"I feel like I'm on the verge of I mean, a breakdown.",medium
The sadness comes in waves and sometimes it's hard to function.,medium
I woke up today and Work has been so stressful and I don't know how to cope anymore.,medium
"I'm so angry you know, all the time and I don't know why.",medium
Financial stress is overwhelming me. I don't know what to do.,medium
i feel trapped and i can't see any way out of this situation.,high
"Feeling grateful today. My uh, family has been supportive.",low
I'm standing on the cridge. I don't know why I called.,imminent
I'm going to hang myself tonight. Everything's ready. Does that make sense?,imminent
i feel like i've already given up. i'm just going through the motions.,high
Thank you for always being here. It means a lot to know I can call.,low
"I'm staying active and it helps I mean, with my mood.",low
I wish I could just go to sleep and never wake up.,high
I've been having nightmares almost every night. I needed someone to know.,medium
I'm holding the knife. I'm going to do it now.,imminent
I don't know how to explain this but i've been drinking more to cope and i know it's not healthy.,medium
This is my final call. I wanted to say goodbye.,imminent
My family doesn't know about this. I've been thinking about not being here anymore.,high
I don't want to exist anymore.,high
"I just overdosed. you know, I can feel myself fading.",imminent
I've stopped cariwg about what happens to me.,high
"My anxiety is basically, getting worse. I had a panic attack yesterday.",medium
I've been sleeping better lately. The routine is working.,low
i snapped at my kids yesterday and i feel terrible about it.,medium
"I feel like I'm basically, losing myself.",medium
I'm bleeding out. I don't want help. I want this. I'm sorry for calling.,imminent
My anxiety is getting worse. I had a panic attack yesterday.,medium
I need to tell someone that I have pills in my hand right now. I'm ready to take them all.,imminent
i can't stop worrying about everything. my mind won't quiet down.,medium
"I'm in honestly, the bathtub with the razor. This is the end.",imminent
I wish I could just go to sleep and never wake up. I just needed to say it out loud.,high
i've been feeling really overwhelmed lately with everything going on.,medium
thank you for always being here. it means a lot to know i can call.,low
"After what happened yesterday, Just needed to hear a friendly voice. I'm doing okay though.",low
I'm about to take all these pills. This is it. Thank you for listening.,imminent
"Things feel really hard right now. I'm struggling to like, get through each day.",medium
I've been researching ways to end the pain permanently.,high
I can't stop worrying about everything. My mind won't quiet down.,medium
I feel supported. Thank you for being there.,low
I know this sounds crazy but just checking in to say the strategies we discussed are working.,low
I had a minor setback but I used my coping strategies and got through it.,low
This is hard to say but i have everything planned. it happens tonight.,imminent
"I can't see a future for I mean, myself anymore.",high
"I snapped at my kids yesterday and I feel terrible um, about it.",medium
This is my last call. I wanted someone to know I tried. I'm sorry for calling.,imminent
I feel stupid saying this but i feel stuck. like nothing is ever going to change.,medium
I don't usually call but I had to talk to someone. I hurt myself yesterday just to feel something.,high
"The sadness honestly, comes in waves and sometimes it's hard to function.",medium
"I'm bleeding uh, out. I don't want help. I want this.",imminent
my anxiety is getting worse. i had a panic attack yesterday.,medium
"The pain is unbearable. I just honestly, want it to stop.",high
i've been feeling really overwhelmed lately with everything going on.,medium
I don't usually call but I had to talk to someone. My health problems are making everything harder.,medium
"After what happened yesterday, I have everything planned. It happens tonight.",imminent
i wanted to share some good news. i started a new hobby and it's been great.,low
"After what happened yesterday, I'm in my car with the exhaust running into it.",imminent
my anxiety is getting worse. i had a panic attack yesterday.,medium
I've been feeling this way for a while now. I'm holding the knife. I'm going to do it now.,imminent
I'm scared to say this but i'm scared about the future. everything feels so uncertain.,medium
I've been looking up methods online. Just researching.,high
I don't see any point in continuing. Nothing ever gets better.,high
i feel like i've already given up. i'm just going through the motions.,high
"I'm going to do it in you know, the next hour. I'm certain.",imminent
I've been thinking about kow to do it.,high
I've cut myself a few times this week.,high
i have my car running in the garage. i'm so tired.,imminent
I've been thinking about death a lot lately. I just needed to say it out loud.,high
I just swallowed everything in the medicine cabinet.,imminent
"I can't remember the last time I basically, felt truly happy.",medium
I feel like I'm on the verge of a breakdown. I don't know what to do.,medium
"I'm about to take all these pills. This I mean, is it.",imminent
Work has been so stressful and I don't know how to cope anymore. I don't know what to do.,medium
I've been drinking more to cope and I know it's not healthy. Does that make sense?,medium
i have the gun out. i'm loading it now.,imminent
This is hard to say but i feel like i'm drowning and no one notices.,medium
I don't know how to explain this but i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
I'm so tired all the time but I can't seem to rest properly. Does that make sense?,medium
Please don't judge me but i've already started. i don't think i can be saved.,imminent
i've stopped taking my medication. what's the point?,high
I just overdosed. I can feel myself fading. I'm sorry for calling.,imminent
I know this sounds crazy but i can't think of a single reason to keep living.,high
i've been researching ways to end the pain permanently.,high
the pain is unbearable. i just want it to stop.,high
Just needed to hear a friendly voice. I'm doing okay though. I'm sorry for calling.,low
Things have gotten worse since last week. I've been using the breathing exercises and they really help.,low
I feel like I'm drowning and no one notices. I just needed to say it out loud.,medium
the pain is unbearable. i just want it to stop.,high
i've been having intrusive thoughts about harming myself.,high
i feel like i'm letting everyone down.,medium
i had a minor setback but i used my coping strategies and got through it.,low
i'm struggling to pay my bills and it's causing so much stress.,medium
I don't know how to explain this but i'm going to do it in the next hour. i'm certain.,imminent
I'm learning to be kinder to myself. It's a process but I'm trying.,low
my chest feels tight all the time from the anxiety.,medium
I made it through a tough weyk and I'm proud of myself.,low
My family doesn't know about this. I already cut my wrists. There's so much blood.,imminent
I don't see any point in continuing. Nothing ever gets better. I just needed to say it out loud.,high
I don't know how to explain this but i drank all the bleach. i can feel it burning.,imminent
I'm cutting deeper than before. I want it to end. I needed someone to know.,imminent
I know this sounds crazy but the world would be better without me in it.,high
I feel supported. Thank you for being there.,low
Things aren't perfect but I'm coping much better than before. I'm sorry for calling.,low
I feel like I'm losing myself.,medium
Everyone would move on without me. I just needed to say it out loud.,high
Please don't judge me but i feel empty inside. completely hollow and numb.,high
"I've been thinking about death you know, a lot lately.",high
I keep crying and I don't even know why sometimes.,medium
I feel disconnected fror reality sometimes.,medium
i feel like i'm already dead inside.,high
I've never told anyone this but i keep crying and i don't even know why sometimes.,medium
I'm so angry all the time and I don't know why. Does that make sense?,medium
i'm holding the knife. i'm going to do it now.,imminent
I've never told anyone this but i feel like i'm just a burden on everyone around me.,high
I've been thinking about how to do it. Does that make sense?,high
Everyone would move on without me. I just needed to say it out loud.,high
This is my last call. I wanted someone to know I tried.,imminent
i have everything planned. it happens tonight.,imminent
I feel stupid saying this but my health problems are making everything harder.,medium
I had a minor setback but I used my coping strategies and got terough it.,low
I can't think of a single reason to keep living.,high
Things feel really hard right now. I'm struggling to get through each day. I needed someone to know.,medium
"After what happened yesterday, I have my car running in the garage. I'm so tired.",imminent
"I'm scared uh, about the future. Everything feels so uncertain.",medium
I've bepn having nightmares almost every night.,medium
"Thank you for always being here. It you know, means a lot to know I can call.",low
i've been sleeping better lately. the routine is working.,low
I feel like I'm suffocating and there's no escape.,high
"I've stopped taking my medication. I mean, What's the point?",high
I'm going to jump as soon as I hang up.,imminent
"After what happened yesterday, I pushed everyone away and now I'm completely alone.",high
I know this sounds crazy but things are looking up. i got some good news about my job application.,low
Things aren't perfect but I'm coping much better than before. I'm sorry for calling.,low
I feel stupid saying this but i have the means right here. i'm going through with it.,imminent
"After what happened yesterday, I'm standing on the bridge. I don't know why I called.",imminent
"I don't see any point in uh, continuing. Nothing ever gets better.",high
I'm managing my stress better now. The journaling is helping.,low
I pushed everyone away and now I'm complhtely alone.,high
this is my final call. i wanted to say goodbye.,imminent
I feel stupid saying this but my health problems are making everything harder.,medium
This is hard to say but i feel supported. thank you for being there.,low
Please don't judge me but i'm tired of pretending to be okay.,high
i'm holding the knife. i'm going to do it now.,imminent
I'm at the edge. One more step anw it's over.,imminent
The lonelinxss is really getting to me. I feel so disconnected.,medium
"After what happened yesterday, I have everything planned. It happens tonight.",imminent
My family doesn't know about this. I've been isolating myself from friends and family. I just don't have the energy.,medium
my therapist suggested i call when i feel overwhelmed. i'm practicing coping skills.,low
I've been feeling this way for a while now. Things are looking up. I got some good news about my job application.,low
Feeling calmer today. I took a walk like you suggested. I needed someone to know.,low
"I'm not where I want I mean, to be yet, but I can see progress.",low
Things have gotten worse since last week. The loneliness is really getting to me. I feel so disconnected.,medium
"I just took a you know, bunch of pills. I think I'm dying.",imminent
I wanted to update you - I reconneuted with an old friend this week.,low
i'm feeling hopeful about the future for the first time in a while.,low
The flashbacks have been getting worse.,medium
I'm cutting deeper than before. I want it to end.,imminent
I'm standing on the bridge. I don't know why I called. Thank you for listening.,imminent
my relationship is falling apart and i feel so lost.,medium
I wrote my nxte. Everything is ready. This is the end.,imminent
Please don't judge me but i've cut myself a few times this week.,high
the medication adjustment seems to be helping. i feel more stable.,low
i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
I have pills in my hand right now. I'm ready to take them all. Thank you for listening.,imminent
I'm staying active and it helps with my mood.,low
I woke up today and The pain is unbearable. I just want it to stop.,high
I feel stupid saying this but feeling calmer today. i took a walk like you suggested.,low
I need to tell someone that Life has no meaning anymore. Why bother?,high
"I'm going to jump I mean, as soon as I hang up.",imminent
I wrote my note. Everything is ready. This is the end. Does that make sense?,imminent
"After what happened yesterday, I don't deserve to be happy. I don't deserve anything good.",high
This is hard to say but i have a gun and i'm thinking about using it tonight.,imminent
I feel like I'm letting everyone down.,medium
"I already cut my wrists. There's I mean, so much blood.",imminent
I need to tell someone that I feel stuck. Like nothing is ever going to change.,medium
The anxiety is more manageable now. I can recognize when it's starting. I don't know what to do.,low
every little thing feels like too much to handle right now.,medium
I've been using the breathing exercises and they really help.,low
Please don't judge me but i'm going to hang myself tonight. everything's ready.,imminent
"I have my car uh, running in the garage. I'm so tired.",imminent
I wanted to update you - I reconnected with an old friend this week.,low
"My daughter visited this weekend. It really um, lifted my spirits.",low
I don't know how to explain this but the group therapy has been helpful. i don't feel so alone anymore.,low
"Today was actually a pretty good day. I wanted to basically, share that.",low
i've been researching ways to end the pain permanently.,high
"I feel like I've already given up. I'm just going I mean, through the motions.",high
I've been having trouble eating. Nothing tastes good anymore. Thank you for listening.,medium
Every day is torture. I can't do this anymore. I'm sorry for calling.,high
I've been stockpiling my pilfs. Just in case.,high
This is hard to say but i've been having nightmares almost every night.,medium
i'm cutting deeper than before. i want it to end.,imminent
"This is hard to say but i'm not where i want to be yet, but i can see progress.",low
"I've cut myself a few times honestly, this week.",high
My family doesn't know about this. I've made peace with the idea of ending things.,high
i just wanted to check in. things have been going okay this week.,low
I'm standing on the cridge. I don't know why I called.,imminent
"I feel uh, supported. Thank you for being there.",low
My relationship is falling apart and I feel so lost.,medium
i feel trapped and i can't see any way out of this situation.,high
Sometimes I think everyone would be better off without me. I'm sorry for calling.,high
I don't see any point in continuing. Nothing ever gets better.,high
My friend invited me out and I actually wert. It felt good.,low
"I feel like uh, I'm letting everyone down.",medium
I'm scared to say this but i'm actually doing okay. just wanted to hear a friendly voice.,low
I've been thinking about not being here anymore. I'm sorry for calling.,high
This is hard to say but every day is torture. i can't do this anymore.,high
"I can't stop worrying about uh, everything. My mind won't quiet down.",medium
"I've been using the breathing exercises and I mean, they really help.",low
Things have gotten worse since last week. The new routine is working. I wake up feeling more rested.,low
I'm going to drown myself. The water is ready.,imminent
"I don't want to um, exist anymore.",high
I feel like I'm letting everyone down.,medium
i hurt myself yesterday just to feel something.,high
I'm about to take all these pills. This is it.,imminent
work has been so stressful and i don't know how to cope anymore.,medium
i made it through a tough week and i'm proud of myself.,low
I already cut my wrists. There's so much blood. I needed someone to know.,imminent
I've never told anyone this but i can't remember the last time i felt truly happy.,medium
i feel disconnected from reality sometimes.,medium
I just wanted to check in. Things have been going okay this week.,low
The anxiety is more manageable now. I can recognize when it's starting.,low
"The hopelessness is crushing. I can't breathe under the weight um, of it.",high
Please don't judge me but i have the gun out. i'm loading it now.,imminent
My family doesn't know about this. I feel like I'm barely holding it together.,medium
"I've been having trouble eating. Nothing uh, tastes good anymore.",medium
"I feel like, like I'm just a burden on everyone around me.",high
I've been thinking about death a lot lately. I just needed to say it out loud.,high
"The grief is still so um, raw. I miss them so much.",medium
I'm tired of pretending to be okay.,high
I need to tell someone that I feel like I've already given up. I'm just going through the motions.,high
I know this sounds crazy but the new routine is working. i wake up feeling more rested.,low
The world would be better without me in it. Thank you for listening.,high
Life has no meaning anymore. Why bother? Does that make sense?,high
This is hard to say but i'm at the top of a building. i'm going to jump.,imminent
I just wanted to check in. Things have been going okay this week. I don't know what to do.,low
"After what happened yesterday, I feel disconnected from reality sometimes.",medium
I'm going to hang myself tonight. Everything's ready. Does that make sense?,imminent
Please don't judge me but i can't stop worrying about everything. my mind won't quiet down.,medium
I don't know how to explain this but i've set a time. in one hour i won't be here.,imminent
Please don't judge me but the anxiety is more manageable now. i can recognize when it's starting.,low
I'm at the edge. One more step and it's over.,imminent
"I'm going to do it in you know, the next hour. I'm certain.",imminent
The new routine is working. I wake up feeling more rested.,low
"After what happened yesterday, This is my final call. I wanted to say goodbye.",imminent
I know this sounds crazy but i feel like i'm letting everyone down.,medium
I've never told anyone this but i already cut my wrists. there's so much blood.,imminent
I'm holding the knife. I'm gfing to do it now.,imminent
Thank you for taking my call. I'm feeling better after our last conversation. I just needed to say it out loud.,low
I need to tell someone that I keep crying and I don't even know why sometimes.,medium
"My support group you know, met yesterday and it was really helpful.",low
